Datetime,Tweet Id,Text,Username
2021-02-28 19:30:04+00:00,1366108425487347713,Consolidating your investment accounts at one firm can make them much easier to manage. Learn more here: https://t.co/ltF47xDXwT,Vanguard_Group
2021-02-28 17:00:08+00:00,1366070695168512003,"Was it great planning, or was it luck? Financial advice can help you keep things in perspective after a close call.  Learn more: https://t.co/V62vYbBZYJ https://t.co/Wx9kUrCJ5e",Vanguard_Group
2021-02-27 17:15:10+00:00,1365712089600434176,"What’s the secret to successful investing? It starts with your asset mix, and you can learn the basics in under 3 minutes.  https://t.co/8Y6s9yvMRZ https://t.co/CUlYQjstiX",Vanguard_Group
2021-02-27 15:00:05+00:00,1365678095836053505,"If you're new to investing, let us help you learn the basics in 2 minutes or less. https://t.co/mmwsXpXUwj",Vanguard_Group
2021-02-26 21:13:24+00:00,1365409657104252936,"@RojoMcqg We're a virtual company, so we don't have any physical locations for clients to visit. You can learn more about us by visiting https://t.co/KRM9oNEfIo anytime or calling us at 877-662-7447 from 8 am to 8 pm ET Monday through Friday.",Vanguard_Group
2021-02-26 21:13:23+00:00,1365409652847108099,@asapmikk That's a great mantra!,Vanguard_Group
2021-02-26 20:30:05+00:00,1365398753038000128,"4 ways to potentially lower investment taxes: 
1) Divide your investments into different account types based on tax-efficiency
2) When rebalancing, sell out of tax-advantaged accounts
3) Use a Roth IRA
4) Have a plan for how to withdraw money in retirement
https://t.co/tLbaOBsmHe",Vanguard_Group
2021-02-26 20:00:14+00:00,1365391241316343812,Some people might tell you to take your feelings out of the equation when you invest. But that’s not really possible—and not really necessary. Senior financial advisor Chuck Riley explains why. https://t.co/K2OevduPqo https://t.co/bIa4H3SGSO,Vanguard_Group
2021-02-26 19:49:39+00:00,1365388577362821120,"@StuSands Hi, Stuart. We sincerely apologize. We can't discuss account-specific info via social media. Please give us a call at 877-662-7447 from 8 am to 8 pm ET M-F and one of our reps will be glad to help. We will forward your feedback. -TF",Vanguard_Group
2021-02-26 18:19:40+00:00,1365365932508520457,Vanguard shares its take on market activity that has been unfolding over the last few weeks. We encourage investors to stick with two time-tested Vanguard investment philosophies that continue to serve investors well: https://t.co/WUyelM4GZn,Vanguard_Group
2021-02-26 17:54:35+00:00,1365359620504629253,@notwithmi Well said!,Vanguard_Group
2021-02-26 17:28:27+00:00,1365353042799972352,@EbiNeffets Thanks for sharing!,Vanguard_Group
2021-02-26 17:28:23+00:00,1365353029017419781,"@DipanPatelMD We're so sorry for any frustration, Dr. Patel, and will send this feedback to our web team.",Vanguard_Group
2021-02-26 16:12:47+00:00,1365334002215890946,"Vanguard CIO Greg Davis discussed the importance of DEI on Wall Street with @Squawkcnbc @cnbc: ""We have a lot more work to do as an industry."" Vanguard Black Professional Network leaders will ring the closing bell at the @NYSE at 4 p.m. EST today to celebrate #BlackHistoryMonth. https://t.co/EDbEdedNba",Vanguard_Group
2021-02-26 16:00:44+00:00,1365330970740748288,"What’s your investing mantra? Screenshot the video to see what you get, then share your results with us. 

Want to learn more about the mantra you got? https://t.co/FpHptaSI0f https://t.co/uFT4BP6GFy",Vanguard_Group
2021-02-26 15:12:50+00:00,1365318917313486851,"@TheGR8hambino55 Hi there. If you need assistance placing a trade, please call us at 877-662-7447 from 8 am to 8 pm ET Monday through Friday and one of our reps will be glad to assist you. -KS",Vanguard_Group
2021-02-26 15:02:08+00:00,1365316223949537284,"@ChastainROC We are so sorry for any inconvenience, Chastain. We can forward your feedback to the appropriate team. If you need assistance, you can call us from overseas at 800-662-2739 Monday through Friday from 8 am to 8 pm ET by following these instructions: https://t.co/wrKA7uhOgm. -KS",Vanguard_Group
2021-02-26 15:01:33+00:00,1365316075592769540,"@jp972u Our research team would like to reach out to you directly about this. Please DM us the name, email address, phone number, and zipcode registered to the account so they can follow up. -EA",Vanguard_Group
2021-02-26 15:01:30+00:00,1365316062464638979,"@DuclearMissile Our research team would like to reach out to you directly about this. Please DM us the name, email address, phone number, and zipcode registered to the account so they can follow up. -EA",Vanguard_Group
2021-02-26 15:01:26+00:00,1365316044932460549,@Kazzerigian Our research team will be reaching out. -EA,Vanguard_Group
2021-02-26 15:01:21+00:00,1365316026733383681,"@MaxxPower7474 Our research team would like to reach out to you directly about this. Please DM us the name, email address, phone number, and zipcode registered to the account so they can follow up. -EA",Vanguard_Group
2021-02-26 14:27:42+00:00,1365307555392729092,@Love_Life19 Hi there. We saw that you also sent us a private message. We have followed up with you there. -KS,Vanguard_Group
2021-02-26 14:27:29+00:00,1365307502838087680,"@StuSands We are sorry to hear about the passing, Stuart. Please accept our sincere condolences for your loss. We've been experiencing higher call volumes recently, which has lead to longer wait times. For assistance, please try giving us another call and we will be happy to assist. -KS",Vanguard_Group
2021-02-26 14:09:58+00:00,1365303094687375362,"@smtwt911 Hi Steve. We're so sorry for any inconvenience you've experienced. If you would like to speak with a Vanguard representative, please call us at 877-662-7447 from 8 am to 8 pm ET Monday through Friday and one of our reps will be glad to assist with any questions you may have. -KS",Vanguard_Group
2021-02-26 12:36:15+00:00,1365279510854262786,@HallertLea We apologize for the inconvenience and frustration you experienced. Vanguard strives to provide exceptional service. Thank you for giving us an honest evaluation of your recent experience. We hope you will continue to share your thoughts on how we can serve you better.,Vanguard_Group
2021-02-25 21:42:50+00:00,1365054675305852929,"@kpapppp Once you enter the microdeposit amounts online, the bank verification process begins and generally takes 7 to 10 calendar days. When a yellow alert doesn't appear on the bank information page, the verification is complete. You'll then be able to transfer funds to that bank.",Vanguard_Group
2021-02-25 20:39:09+00:00,1365038646550798336,@therenegadefrog We have a few different all-in-one options! We offer Vanguard Target Retirement Funds as well as Vanguard LifeStrategy® Funds. -EA,Vanguard_Group
2021-02-25 19:45:11+00:00,1365025068477263879,"As you decide which investments to buy, start with the big picture, not the details. Then choose the right tools for the job: https://t.co/KfQUKw4cdd https://t.co/EdYPshEmFM",Vanguard_Group
2021-02-25 17:58:09+00:00,1364998132539420675,"@daytime_ghost Hi there. We're sorry for any inconvenience. We generally provide a callback option when our call volumes are high, however we do appreciate your feedback. We can forward your comments to the appropriate team. -KS",Vanguard_Group
2021-02-25 17:00:23+00:00,1364983592737263619,@michaelfara We can share this feedback with our web team. -EA,Vanguard_Group
2021-02-25 17:00:10+00:00,1364983538228035584,5 great reasons to choose Vanguard for your savings: https://t.co/BHHLzrqjBy,Vanguard_Group
2021-02-25 16:57:56+00:00,1364982977210552327,"@daytime_ghost Hello! We apologize that your phone call was disconnected, and for the extended wait time you experienced prior to the call ending. Please try giving us a call back or using the resources available in our support center to help with your questions: https://t.co/8XLldINc7a. -VT",Vanguard_Group
2021-02-25 16:29:31+00:00,1364975824739434500,@EpicureanMusic We’re so sorry for any frustration. Please call us at 877-662-7447 from 8 am to 8 pm ET Monday through Friday for assistance with your inquiry. We can't discuss account-specific information via social media. -VT,Vanguard_Group
2021-02-25 15:19:54+00:00,1364958306595442696,"@Figment_Imagine Hello, you can find information about taking a qualified charitable distribution here: https://t.co/3ZnQ5WjIxy. -VT",Vanguard_Group
2021-02-25 14:54:50+00:00,1364951996357365762,@yuweidancer We’re sorry for any inconvenience. Please give us a call as soon as you can so one of our reps can look further into this for you. We’re available at 877-662-7447 from 8 am to 8 pm ET M-F . -VT,Vanguard_Group
2021-02-25 14:30:14+00:00,1364945807976390662,Close calls can be reality checks. Learn the 3 important things you can do to keep your portfolio prepared for market volatility.  https://t.co/6uATZIeYJ0 https://t.co/FnfTWGlZie,Vanguard_Group
2021-02-24 20:46:32+00:00,1364678116719931397,@bourbonNmeat We're glad we can help you save for your future!,Vanguard_Group
2021-02-24 20:46:17+00:00,1364678057223745538,"@barry_levinson We're so sorry for any frustration, Barry. If you still have any general questions, please feel free to send them to us via DM so we can try to help here. -EA",Vanguard_Group
2021-02-24 20:00:07+00:00,1364666438297014274,"Taking your first step into the investing world? We’ll help you start with the basics. Learn about goals, account types, and more: https://t.co/anedNoem6G https://t.co/omdjcjjjoX",Vanguard_Group
2021-02-24 18:46:10+00:00,1364647824785350658,@CanMass We’re sorry for any inconvenience. We’ve been experiencing high call volumes which can lead to longer wait times. Please try calling us again at 877-662-7447 from 8 am to 8 pm ET M-F or check our support center for more info: https://t.co/kXaF0hfWyn. -VT,Vanguard_Group
2021-02-24 17:37:00+00:00,1364630419614945285,@dwbloch1 We’re sorry for any inconvenience. We’ve been experiencing high call volumes which can lead to longer wait times. Please try giving us a call back or using the resources available in our support center to help with your questions: https://t.co/jbrgJ1VGlP. -VT,Vanguard_Group
2021-02-24 17:10:23+00:00,1364623723496693768,@TJ_Step Hi Tom. I'm so sorry to hear this. We've forwarded this feedback to the appropriate team for review. -Cas,Vanguard_Group
2021-02-24 15:30:07+00:00,1364598487468376064,"If you have more than one savings goal that you're working towards (and most of us do), here’s how we suggest prioritizing them: https://t.co/99eGUMt4fz https://t.co/jkBTK6oRmB",Vanguard_Group
2021-02-24 15:18:47+00:00,1364595636851666946,"@WookieeIndex Hello. Please call us at 877-662-7447 and ask to speak with a Web Technical Support Services specialist. Our specialists are available Monday through Friday between the hours of 8 a.m. and 7 p.m., Eastern time. Thanks. -JP",Vanguard_Group
2021-02-24 14:54:00+00:00,1364589400689115148,"@swanee1600 Hi Emily. While we've been seeing high call volumes, we strive to provide the best service possible to each of our clients. To get an update on your account, please call us at 877-662-7447 from 8am-8pm ET M-F. We aren't able to give updates here for security reasons. -Cas",Vanguard_Group
2021-02-24 14:53:54+00:00,1364589373212229635,"@JanSysala Hi Jan. Our US investments are only available to those who maintain a legal, permanent residence within the US. If this isn't the case for you, you can learn more about our global investment opportunities here: https://t.co/Pgn4C8zFfv. -Cas",Vanguard_Group
2021-02-24 14:52:42+00:00,1364589071054553088,@ThomasSheehan2 Hi Thomas. We've forwarded this info to the appropriate team. Thank you for this feedback. -Cas,Vanguard_Group
2021-02-24 14:30:05+00:00,1364583382697578496,Rolling over an old 401(k) to your Vanguard IRA? Here’s what you need to know: https://t.co/ZsPmT3dhP5,Vanguard_Group
2021-02-24 14:26:49+00:00,1364582557950558214,@jakedgy Hi Jake. We've forwarded this feedback to the appropriate area for review. Comments like yours help us to make changes where they will have the greatest benefit to our clients. We thank you for sharing your thoughts. -Cas,Vanguard_Group
2021-02-24 14:26:34+00:00,1364582496495624197,"@joetclarke Hi Joe. While we're working diligently to get to your message, we've experienced an increase in volumes than has resulted in a slower than usual response time for secure messages. If you require immediate assistance, please call us at 877-662-7447 from 8 am to 8 pm ET M-F. -Cas",Vanguard_Group
2021-02-24 14:26:29+00:00,1364582474324533249,"@v4vamshiK Hi Vamshi. Our US investments are only available to those who maintain a legal, permanent residence within the US. You may want to contact a local broker to see what options you may have. -Cas",Vanguard_Group
2021-02-23 22:04:41+00:00,1364335396168073218,"@wrongstorights_ No minimum deposit is required for Vanguard Brokerage Accounts. The minimum initial investment for most Vanguard funds is $3,000. Vanguard STAR Fund and Vanguard Target Retirement Funds require a minimum of $1,000 and ETFs have an initial minimum investment of the cost of 1 share",Vanguard_Group
2021-02-23 21:00:12+00:00,1364319169320222726,"Low expense ratios? ✔
No commission for online ETF trades? ✔
No commission for online stock trades? ✔
You can ✔ out more here: https://t.co/1ISLLLtSax",Vanguard_Group
2021-02-23 20:34:26+00:00,1364312684003536899,"@SirenSeesAll Hi. We apologize for any frustration you've experienced. If there's a certain issue you've experienced with the app, please let us know and we will be happy to investigate further. -TF",Vanguard_Group
2021-02-23 20:34:23+00:00,1364312674448900096,"@debtfreetoBe Hi, Victoria. We apologize. We’ve been experiencing high call volumes which can lead to longer wait times. If possible, please give us a call at 877-662-7447 (personal investing) from 8 am to 8 pm ET M-F or 800-523-1188 (employer-sponsored plans) from 8:30 am to 9 pm ET M-F. –TF",Vanguard_Group
2021-02-23 19:30:58+00:00,1364296712823726082,@dbfssecret It's important to save for your future!,Vanguard_Group
2021-02-23 18:30:04+00:00,1364281388745293824,"The earlier you contribute to your IRA, the more likely you are to have a higher balance when you reach retirement: https://t.co/5jJiEfuxFE",Vanguard_Group
2021-02-23 17:46:52+00:00,1364270516434042882,"@MikeMj63gk Our research team would like to reach out to you directly about this. Please DM us the name, email address, phone number, and zipcode registered to the account so they can follow up. -EA",Vanguard_Group
2021-02-23 16:54:20+00:00,1364257295417409536,@Briggsffs We saw your DM and followed up there. -EA,Vanguard_Group
2021-02-23 16:36:19+00:00,1364252760015835136,"@pattersonhawaii Hi, David. I'm glad we were able to help you find out about the status of your account. Please contact us again if there's anything else we can assist you with. -VT",Vanguard_Group
2021-02-23 15:30:09+00:00,1364236108406657027,"Life is full of close calls. When they happen to your investments, it’s important to keep things in perspective. We can help:   https://t.co/iMQj6Mg6KC https://t.co/vjiSxxMv6a",Vanguard_Group
2021-02-23 15:21:43+00:00,1364233986994806788,"@WestAprilia Hi, we're so sorry for any frustration. To send a secure email to Vanguard, log on to your account through https://t.co/sDb8XF0xga, select ""My accounts"" then ""Messages.""  You can also send a nonsecure email to: Online@Vanguard.com. -VT",Vanguard_Group
2021-02-23 14:45:48+00:00,1364224947120349187,"@collins_chuck Hi, Chuck. I apologize that your phone call was disconnected, and for the extended wait time you experienced prior to the call ending. Please try giving us a call back at 877-662-7447 from 8 am to 8 pm ET M-F. We can't discuss account-specific information via social media. -VT",Vanguard_Group
2021-02-23 14:24:10+00:00,1364219504620949504,@Nikhilkbhandari Hello. Unfortunately you will need to use the browser on your mobile device to complete the action. We apologize for any inconvenience this may cause you. Thanks. -JP,Vanguard_Group
2021-02-22 22:05:05+00:00,1363973108999348227,"@DaniPayson For security reasons, we can't discuss account-specific info via social media.",Vanguard_Group
2021-02-22 20:48:22+00:00,1363953803201028096,@JetCat17 We'll let our web team know about this. -EA,Vanguard_Group
2021-02-22 20:30:05+00:00,1363949203752423424,See how 9 model portfolios hypothetically would've performed over the last 90 years: https://t.co/gnvebkSh0e,Vanguard_Group
2021-02-22 20:09:02+00:00,1363943903150428163,@KevinCullen67 Hi Kevin. We can't provide investment recommendations via social media. You can view some historical model portfolio performance here: https://t.co/ITzqzFjniW. -EA,Vanguard_Group
2021-02-22 18:42:34+00:00,1363922145202606080,@timothynott Hi Timothy. Please have her give us a call at 877-662-7447 from 8 am to 8 pm ET M-F so a rep can help. -EA,Vanguard_Group
2021-02-22 18:42:25+00:00,1363922108607311873,"@watchthisshit Our research team would like to reach out to you directly about this. Please DM us the name, email address, phone number, and zipcode registered to the account so they can follow up. -EA",Vanguard_Group
2021-02-22 18:10:19+00:00,1363914031166324739,"@DaniPayson We're sorry for any frustration and that you're call got disconnected. We're experiencing high call volumes, which can lead to longer hold times. If you have a general question, we can try to help through social media. -BB",Vanguard_Group
2021-02-22 17:49:47+00:00,1363908863708307461,"@kaye_kikay Hi Kaye! Thanks for thinking of us. We don't offer any transfer incentives. Also, we don't charge any fees for outgoing or incoming transfers. You'll want to check with your current firm to see if they may charge a fee. Learn more about transfers here: https://t.co/mClvEWwzdM.",Vanguard_Group
2021-02-22 17:44:23+00:00,1363907504812544016,"@tosholiver We are unaware of any issues with the website. If needed, please call us at 877-662-7447 and ask to speak with a Web Technical Support Services specialist. Our specialists are available Monday through Friday between the hours of 8 a.m. and 7 p.m., Eastern time. Thanks. -BB",Vanguard_Group
2021-02-22 17:44:11+00:00,1363907452488531971,"@fb_doris Hi Doris. Our US investments are only available to those who maintain a legal, permanent residence within the US (regardless of citizenship). If this isn't the case for you, you can learn more about our global investment opportunities here: https://t.co/xSO7eyO0ck. -BB",Vanguard_Group
