Datetime,Tweet Id,Text,Username
2021-02-28 19:42:56+00:00,1366111662667952131,@PortfolioBoyzTO We are not waving OTC fees. $6.95 to buy and $6.95 to sell. ^JS,TDAmeritrade
2021-02-28 19:15:55+00:00,1366104865706024960,"@KillaProdigy69 For an OTC stock like LTNC, you'd want to send a wire from your bank using these instructions https://t.co/20dz0IqNyo Any other funding method would have a hold with respect to OTC securities. ^ZB",TDAmeritrade
2021-02-28 19:03:29+00:00,1366101737065615361,@jglove80 Hello! Thanks for reaching out to us. At this time we have an unknown anticipated swing date. Once we receive the new shares client's accounts will be updated.  ^NK,TDAmeritrade
2021-02-28 18:29:58+00:00,1366093302915878912,@rekt So glad you found it helpful! Let us know what topics you'd like to see future videos on. ^ZB,TDAmeritrade
2021-02-28 18:06:14+00:00,1366087330772250627,@TDDOR Hello! We regret to hear that had happened. There are no widespread reports of clients having this issue. ^NK,TDAmeritrade
2021-02-28 18:02:03+00:00,1366086276575858688,@TradinW Nothing will change at this moment. We will make an announcement if there are changes in the future. ^JS,TDAmeritrade
2021-02-28 16:19:13+00:00,1366060396109574144,"@shahidrazzak_  You can reach us through DM https://t.co/MVLGBoOyrp and ask to speak to an agent. However, for security purposes we cannot provide account information through an unsecured chat. We do have to ask that you give us a call or email starting@tdameritrade.com. ^NK",TDAmeritrade
2021-02-28 15:44:37+00:00,1366051687731986433,@achavanne3 Hi Austin! We would be glad to review your account with you. Please contact our 24/7 Client Services at 800-669-3900 or you can chat securely with us if you have an Apple device https://t.co/Zq5APBnsvo. ^NK,TDAmeritrade
2021-02-28 15:39:10+00:00,1366050318887313414,@RezaNoori12 We reply to our DM's in person as long as you request a live agent. ^ZB,TDAmeritrade
2021-02-28 15:18:10+00:00,1366045033204432900,"@OptionOnFire No, there are no restrictions on exercising calls at this time. Additionally, ITM calls are auto-exercised by the OCC. ^ZB",TDAmeritrade
2021-02-28 15:16:24+00:00,1366044588142641155,"@shahidrazzak_  Once you have an outside line, dial the AT&amp;T access number where you'll be prompted to enter our toll-free number, 800-368-3668. ^NK",TDAmeritrade
2021-02-28 15:16:04+00:00,1366044504810262530,@shahidrazzak_ International clients can use the AT&amp;T toll-free service to locate the access number for your country: https://t.co/6HhxzYQPlk ^NK,TDAmeritrade
2021-02-28 15:15:45+00:00,1366044425344983044,@shahidrazzak_  We appreciate your patience during this busy time and apologize for the wait. We do have free calling instructions if you are calling from outside of the US. ^NK,TDAmeritrade
2021-02-28 13:44:55+00:00,1366021565155049472,"@RezaNoori12 Hello! We would be glad to help, feel free to DM us https://t.co/MVLGBoOyrp.  ^NK",TDAmeritrade
2021-02-28 13:41:37+00:00,1366020734179540992,@sbinvesting1 We're so glad! Reach out any time we can help. :) ^ZB,TDAmeritrade
2021-02-28 13:37:10+00:00,1366019617513213961,@AngelaRitter01 Our trade desk is glad to review any fills you have concerns with at 800-669-3900. ^ZB,TDAmeritrade
2021-02-28 13:31:21+00:00,1366018150496632833,@shahidrazzak_ We apologize for the delay. Our New Accounts team is glad to help. Please give us a call at 800-669-3900 or email starting@tdameritrade.com for assistance. ^ZB,TDAmeritrade
2021-02-28 13:27:13+00:00,1366017110489595906,@NorthShoreTrade Our trade desk is glad to review any fills you have concerns with at 800-669-3900. ^ZB,TDAmeritrade
2021-02-28 13:18:35+00:00,1366014937731125251,@tjsutton11 Most things listed for trade in the US are available. We're glad to check availability on the companies you're interested in! ^ZB,TDAmeritrade
2021-02-28 13:13:58+00:00,1366013777091657728,@shwifty15 Hi Jason! We would be glad to help! Please give our 24/7 Client Services a call at 800-669-3900. ^NK,TDAmeritrade
2021-02-28 13:07:32+00:00,1366012158744662017,@kazoo4573 Short interest is the number of shares that have been sold short but have not yet been covered or closed out. Calls are a type of option. This video goes into options: https://t.co/fKVeLAMHLA ^ZB,TDAmeritrade
2021-02-28 12:49:32+00:00,1366007626593685505,@Pelicanwalker Regrettably there is no way to hide positions that you currently own at this time. ^ZB,TDAmeritrade
2021-02-27 22:44:53+00:00,1365795065885515776,"@Mikes_Charts That function is not available on the mobile app at this time, but I'll be glad to forward your feedback to our developers! ^ZB",TDAmeritrade
2021-02-27 22:40:16+00:00,1365793901878075392,"@Mikes_Charts You can set alerts based on the 200-day moving average on thinkorswim desktop by going to Marketwatch &gt; Alerts &gt; Study Alert, then choose the moving average you want and set your time period. ^ZB",TDAmeritrade
2021-02-27 22:22:24+00:00,1365789406859255815,@ChrisHu98151629 We would like to send you a small gift to show our appreciation for your business and loyalty. Please DM us https://t.co/MVLGBoOyrp your address.  ^NK,TDAmeritrade
2021-02-27 22:04:30+00:00,1365784903233769472,@Jeff32619994 You're also welcome to send us an email through the message center within your account or chat here from an iOS device https://t.co/UNqQiijLFv ^ZB,TDAmeritrade
2021-02-27 21:59:01+00:00,1365783521336446980,"@GamerToothpick Thanks for reaching out. For your security, please call 800-669-3900 and we can help you log in over the phone 24 hours a day. ^ZB",TDAmeritrade
2021-02-27 21:58:43+00:00,1365783445297889288,"@ChrisHu98151629 That is awesome, Chris! We appreciate your business and loyalty. ^NK",TDAmeritrade
2021-02-27 21:56:44+00:00,1365782947794665474,"@Jeff32619994 As I have said, we are glad to take a look at your account to find out. We can't see your account over Twitter. ^ZB",TDAmeritrade
2021-02-27 21:51:53+00:00,1365781726681845761,"@Jeff32619994 An example of an adjustment due to a corporate action would be in the case of a reverse stock split - your original cost stays the same, but the number of shares is reduced, so the cost basis would increase. ^ZB",TDAmeritrade
2021-02-27 21:48:16+00:00,1365780818296201222,"@Jeff32619994 Cost basis is calculated per IRS regulation. It would likely not be an additional charge on top of commission, which is why I recommended contacting us so we can take a look. ^ZB",TDAmeritrade
2021-02-27 21:40:47+00:00,1365778934848253954,"@Jeff32619994 Your cost basis is your purchase price, including any commissions, fees, wash sales, or adjustments for corporate actions. Your cost basis is what determines your gain or loss. To view what is raising your cost basis, follow the path above, or call us. ^ZB",TDAmeritrade
2021-02-27 21:11:10+00:00,1365771481632935936,@patienttrading We don't allow trading of DOGE or other cryptocurrencies at this time. ^ZB,TDAmeritrade
2021-02-27 19:41:00+00:00,1365748790750294017,"@MoonyAiman We are not able to see your application or provide account specific information over Twitter, but our New Accounts team is glad to help. Please give us a call at 800-669-3900 or email starting@tdameritrade.com for assistance. ^ZB",TDAmeritrade
2021-02-27 19:06:19+00:00,1365740059916455941,"@DJKIBBL2 A security is an investment. Stocks, options, mutual funds, and bonds are all examples of securities. We're required to make sure you get certain disclosures for the securities you are invested in, but you can control your communication preferences within your profile.",TDAmeritrade
2021-02-27 19:03:27+00:00,1365739341360865281,@DJKIBBL2 A prospectus is a disclosure document that describes a security for investors. ^ZB,TDAmeritrade
2021-02-27 19:00:07+00:00,1365738500608454661,@StocksPilgrim Much appreciated! I'll be sure to forward your feedback to our developers. ^ZB,TDAmeritrade
2021-02-27 18:56:00+00:00,1365737464854372352,@StocksPilgrim We'd love to hear your suggestions! ^ZB,TDAmeritrade
2021-02-27 17:03:09+00:00,1365709063661715456,"@BrakTrades We can't see your account over Twitter, but we're glad to help. Please call 800-669-3900 or email through your account at https://t.co/8dOCgxbfmP for assistance. ^ZB",TDAmeritrade
