Datetime,Tweet Id,Text,Username
2021-02-28 19:00:32+00:00,1366100994690609152,"What would CEO, Vlad Tenev, like Robinhood to achieve in the long run? Hear more about it in this short clip of his interview with ClearValue Tax. https://t.co/0Lo3qjDBqS",RobinhoodApp
2021-02-26 22:57:00+00:00,1365435726259761154,We’re working on expanding phone support. 📞 You can now request phone assistance on Robinhood for options position and account security scenarios with more situations coming soon! https://t.co/kP6ZghpVkt,RobinhoodApp
2021-02-26 17:53:10+00:00,1365359263841882114,The issue affecting some customers' ability to login from a new device or receive a 2FA code has been resolved. All customers should now be able to sign into the app without an issue.,RobinhoodApp
2021-02-26 15:20:45+00:00,1365320908446044162,"Due to an issue with a third party, some customers are having issues logging in from a new device or receiving 2FA codes. We’re sorry for the issue and will keep you updated when we have more details.",RobinhoodApp
2021-02-26 02:17:49+00:00,1365123875063799808,"@CartmellSpencer @cartmellspencer nope, we’re not. The NYSE has been placing intermittent, market-wide halts on the trading of $GME (and other stocks) today. You can learn more about trading halts here: https://t.co/y7UJwFKGCd",RobinhoodApp
2021-02-25 22:01:16+00:00,1365059313572732931,"First-time buyer? Long-term #HODLer? 🚀  This year, six million of you used Robinhood Crypto for the first time to buy and sell #crypto. We fully intend to provide the ability to deposit and withdraw cryptocurrencies.💥 Learn more: https://t.co/8VQhKtWB32 https://t.co/rwsVdlNIg3",RobinhoodApp
2021-02-25 20:31:12+00:00,1365036646207524865,"Names and numbers you should know. 👇

In honor of #BlackHistoryMonth, we’re celebrating those who helped break down barriers on Wall Street while recognizing there's still a long way to go. https://t.co/E6UHPCTBKG",RobinhoodApp
2021-02-25 19:29:36+00:00,1365021146404458498,"👏👏👏 Thanks, Jim! We’re proud of the access to the markets that we’ve been able to provide for new investors. https://t.co/sAnzrB2BH1",RobinhoodApp
2021-02-25 16:33:44+00:00,1364976886292516867,It should be celebrated that many people historically left out are participating in the markets for the first time.,RobinhoodApp
2021-02-25 16:33:44+00:00,1364976885587828736,To suggest that new investors have a “mindset of racetrack bettors” is disappointing and elitist.,RobinhoodApp
2021-02-25 16:33:44+00:00,1364976884761567238,Robinhood was created to allow people who don’t have access to generational wealth or the resources that come with it to begin investing in the U.S. stock market.,RobinhoodApp
2021-02-25 16:33:43+00:00,1364976883411034114,In one fell swoop an entire new generation of investors was criticized and this commentary overlooks the cultural shift that is taking place in our nation today. https://t.co/ppeEd5qa9x,RobinhoodApp
2021-02-25 15:25:19+00:00,1364959667886170122,Market-wide trading halts impacting all brokers are being placed on some securities like $GME due to volatility. Just to be clear - Robinhood did not decide to pause trading. Learn more about how trading halts work here: https://t.co/y7UJwFt5KF,RobinhoodApp
2021-02-24 23:25:49+00:00,1364718203457347585,"@stoolpresidente @vladtenev This is a fake account and not at all affiliated with Robinhood. To be clear, Robinhood didn’t pause trading of $GME. The NYSE temporarily halted trading as part of the Limit Up-Limit Down rule. More here: https://t.co/Giz41kd4Wg",RobinhoodApp
2021-02-24 23:24:45+00:00,1364717934237667329,"Earlier today the NYSE temporarily halted trading of $GME as a result of the SEC’s Limit Up-Limit Down rule, impacting all brokerages. To be clear, Robinhood did not decide to pause trading. Stay up-to-date on the NYSE’s trading halts here: https://t.co/Giz41kuGkQ",RobinhoodApp
2021-02-23 01:16:29+00:00,1364021277460168705,"Robinhood began with one goal—to democratize finance by removing barriers to investing, including commission fees. So, with zero commission fees, how exactly do we make money? Let's break down our top revenue streams. https://t.co/fL3BIhs35Q",RobinhoodApp
2021-02-22 23:23:07+00:00,1363992746382434304,"@brucefenton Hi @brucefenton, 0% of our revenue comes from hedge funds. Here’s how we generate the majority of our revenue:
- Rebates from market makers &amp; trading venues
- Robinhood Gold
- Stock loan
- Income generated from cash
- Cash Management

Learn more here: https://t.co/IBRBCuYEUA",RobinhoodApp
2021-02-22 17:47:29+00:00,1363908282490920960,"We want to provide you with the help you need, when you want it. So we're expanding phone support, growing our teams, and building best-in-class technology tools and education to answer your questions. https://t.co/Ns3Ld8Pwc9 https://t.co/9m6xCJlOin",RobinhoodApp
2021-02-20 02:13:48+00:00,1362948537156206597,Our CEO @VladTenev sat down with two of our wonderful customers to talk about recent events and what the future holds. Watch the full video here: https://t.co/FKz2vgvXmT https://t.co/ugUVCAvyU3,RobinhoodApp
2021-02-19 23:49:09+00:00,1362912134552686592,"@SpazioCaffeUS @vladtenev We would like to assist in resolving this issue. Please send us a DM at @AskRobinhood, and we can continue there.",RobinhoodApp
2021-02-19 22:46:53+00:00,1362896467111800835,"@brucefenton Hi @brucefenton, we care deeply about the millions of small investors who use our platform every day and we sincerely apologize directly to them. 

Also - we don't answer to hedge funds. 😏",RobinhoodApp
2021-02-18 21:59:52+00:00,1362522244879028225,"@MikeIsaac Hi @MikeIsaac, we’re committed to improving the support we provide. Last year, we tripled the size of our support team. We also added live voice support for customers in certain options scenarios, and we’re building it out to more use cases like account security.",RobinhoodApp
2021-02-18 17:24:36+00:00,1362452974115508224,"We are deeply grateful to the millions of customers who use Robinhood to access the markets every day, and remain committed to serving you. https://t.co/pYTmhxlZ5E",RobinhoodApp
2021-02-18 17:23:53+00:00,1362452791222968320,The existing two-day period to settle trades exposes investors and the industry to unnecessary risk. There’s no reason why the world’s greatest financial system cannot settle trades in real time. https://t.co/zfubqijfML,RobinhoodApp
2021-02-18 17:23:52+00:00,1362452790228869122,"Despite the unprecedented market conditions in January, at the end of the day, what happened was not acceptable to us. To our customers, we apologize, and we’ve taken steps to make sure this won’t happen again.",RobinhoodApp
2021-02-18 17:23:52+00:00,1362452789171916800,Robinhood immediately secured additional funds. We have increased our liquidity by $3.4 billion to cushion against increased collateral requirements and related market stress. https://t.co/4gcfY5PCBa,RobinhoodApp
2021-02-18 17:22:50+00:00,1362452526797189121,No one outside of Robinhood asked or commanded us to take this action. We don’t answer to hedge funds. We serve the millions of small investors who use our platform every day to take control of their financial future.,RobinhoodApp
2021-02-18 17:22:49+00:00,1362452525501218817,"For perspective, on Jan. 28, our daily deposit requirement was 10 times more than Jan 25, an unprecedented amount for the firm. So we had to impose temporary trading restrictions on certain securities. https://t.co/8T1r8jcN2f",RobinhoodApp
2021-02-18 17:22:49+00:00,1362452524402233350,Our clearing broker Robinhood Securities was required to post additional firm capital as collateral to support our clearing house deposit demands.,RobinhoodApp
2021-02-18 17:22:49+00:00,1362452523211059206,"In late January, many brokerages saw a massive increase in trading activity in a handful of stocks. Prices were moving dramatically day-to-day and even hour-to-hour. Jan 28 proved to be a completely unprecedented event.",RobinhoodApp
2021-02-18 17:22:49+00:00,1362452522112180226,"Many people tell us Robinhood has helped them pay off car loans, reduce student loan debt, meet daily bills and save for the future. We’re proud to serve them.",RobinhoodApp
2021-02-18 17:22:48+00:00,1362452520971341824,"Today the total value of our customers’ assets on Robinhood excessed the net amount of money they have deposited with us by over $35 billion. While the markets fluctuate, this tells me that our business model is working for everyday Americans. This is the Robinhood community.",RobinhoodApp
